a. Contributor unique ID,b. Preferred name,FIRST NAME,LAST NAME,c. Variant name,ccc. Source of Name,c1. Variant name 2,cc1. Language of name,ccc1. Source of name 2,d. Nationality,e. Birth date,e. Birth date,f. Death date,f. Death date,g. Role,g1. Role,h. Display Biography,i. Sex,j. Source,j1. Source,jj1. Source,j3. Source 2,jj2. Source 2 “page”,k. Contributor,o. Culture,p. Related Person Name (SPOUSE),p1. Related Person Name (MOTHER),p2. Related Person Name (FATHER)
,"LASTNAME,FIRSTNAME",,,FULL NAME,,,,,,,YEAR,,YEAR,,,"FORMAT (Nationality, role, birth date-hyphen-death date)",GENDER,,,,,Wikidata QID (format http://www.wikidata.org/entity/Q113388358),,,,,
OAINDOD52,"Behera,Padmanava ",Padmanava ,Behera,Padmanava Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ପଦ୍ମନାଭ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388162,O Foundation,Odia people,,,
OAINDOD53,"Behera,Ramesh Chandra",Ramesh Chandra,Behera,Ramesh Chandra Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ରମେଶ ଚନ୍ଦ୍ର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388287,O Foundation,Odia people,,,
OAINDOD54,"Behera,Ratikanta ",Ratikanta ,Behera,Ratikanta Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ରତିକାନ୍ତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,graphic artist,,Indian contemporary graphic artist,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388301,O Foundation,Odia people,,,
OAINDOD55,"Behera,Sabitri ",Sabitri ,Behera,Sabitri Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ସାବିତ୍ରୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388313,O Foundation,Odia people,,,
OAINDOD56,"Behera,Sagarika ",Sagarika ,Behera,Sagarika Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ସାଗରିକା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388327,O Foundation,Odia people,,,
OAINDOD57,"Behera,Santosh Kumar",Santosh Kumar,Behera,Santosh Kumar Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ସନ୍ତୋଷ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388368,O Foundation,Odia people,,,
OAINDOD58,"Behera,Sarojini ",Sarojini ,Behera,Sarojini Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ସରୋଜିନୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388390,O Foundation,Odia people,,,
OAINDOD59,"Behera,Satyajit ",Satyajit ,Behera,Satyajit Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ସତ୍ୟଜିତ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388404,O Foundation,Odia people,,,
OAINDOD60,"Behera,Sujata ",Sujata ,Behera,Sujata Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ସୁଜାତା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388491,O Foundation,Odia people,,,
OAINDOD61,"Behera,Sunita ",Sunita ,Behera,Sunita Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ସୁନୀତା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388499,O Foundation,Odia people,,,
OAINDOD62,"Behera,Tapaswini ",Tapaswini ,Behera,Tapaswini Behera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେହେରା,ତପସ୍ୱିନୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388528,O Foundation,Odia people,,,
OAINDOD63,"Bera,Sarmistha ",Sarmistha ,Bera,Sarmistha Bera,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବେରା,ଷର୍ମିଷ୍ଠା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388383,O Foundation,Bengali people,,,
OAINDOD64,"Bhanja,Jitendra Kumar",Jitendra Kumar,Bhanja,Jitendra Kumar Bhanja,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଭଞ୍ଜ,ଜିତେନ୍ଦ୍ର କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387992,O Foundation,Odia people,,,
OAINDOD65,"Bhoi,Hemanta Kumar",Hemanta Kumar,Bhoi,Hemanta Kumar Bhoi,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଭୋଇ,ହେମନ୍ତ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387955,O Foundation,Odia people,,,
OAINDOD66,"Bhoi,Narahari ",Narahari ,Bhoi,Narahari Bhoi,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଭୋଇ,ନରହରି",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388122,O Foundation,Odia people,,,
OAINDOD67,"Bhoi,Sarat Chandra",Sarat Chandra,Bhoi,Sarat Chandra Bhoi,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଭୋଇ,ଶରତ ଚନ୍ଦ୍ର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388379,O Foundation,Odia people,,,
OAINDOD68,"Bhol,Jubati Prativa",Jubati Prativa,Bhol,Jubati Prativa Bhol,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଭୋଳ,ଯୁବତୀ ପ୍ରତିଭା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387995,O Foundation,Odia people,,,
OAINDOD69,"Bhuyan,Kusha ",Kusha ,Bhuyan,Kusha Bhuyan,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଭୂୟାଁ,କୁଶା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388025,O Foundation,,,,
OAINDOD70,"Bindhani,Subhashree ",Subhashree ,Bindhani,Subhashree Bindhani,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିନ୍ଧାଣୀ,ଶୁଭଶ୍ରୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388463,O Foundation,Odia people,,,
OAINDOD71,"Bisoyi,Radhasyama ",Radhasyama ,Bisoyi,Radhasyama Bisoyi,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଷୋୟୀ,ରାଧାଶ୍ୟାମ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388248,O Foundation,Odia people,,,
OAINDOD72,"Biswaal,Bijay ",Bijay ,Biswaal,Bijay Biswaal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ବିଜୟ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,1964-05-16,1964,,,painter,,"Indian painter, born 1964",male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q30070286,O Foundation,Odia people,,,
OAINDOD73,"Biswal,Amit Kumar",Amit Kumar,Biswal,Amit Kumar Biswal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ଅମିତ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387758,O Foundation,Odia people,,,
OAINDOD74,"Biswal,Chandramani ",Chandramani ,Biswal,Chandramani Biswal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ଚନ୍ଦ୍ରମଣି",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387863,O Foundation,Odia people,,,
OAINDOD75,"Biswal,Chintamani ",Chintamani ,Biswal,Chintamani Biswal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ଚିନ୍ତାମଣି",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q112647317,O Foundation,Odia people,,,
OAINDOD76,"Biswal,Gitanjali ",Gitanjali ,Biswal,Gitanjali Biswal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ଗୀତାଞ୍ଜଳି",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387931,O Foundation,Odia people,,,
OAINDOD77,"Biswal,Hrusikesh ",Hrusikesh ,Biswal,Hrusikesh Biswal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ହୃଷିକେଶ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387965,O Foundation,Odia people,,,
OAINDOD78,"Biswal,Madhusudan ",Madhusudan ,Biswal,Madhusudan Biswal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ମଧୁସୂଦନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388052,O Foundation,Odia people,,,
OAINDOD79,"Biswal,Manas Ranjan",Manas Ranjan,Biswal,Manas Ranjan Biswal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ମାନସ ରଞ୍ଜନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388069,O Foundation,Odia people,,,
OAINDOD80,"Biswal,Sanjib ",Sanjib ,Biswal,Sanjib Biswal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ସଞ୍ଜୀବ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388361,O Foundation,Odia people,,,
OAINDOD81,"Biswal,Sunil Baran",Sunil Baran,Biswal,Sunil Baran Biswal,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ବିଶ୍ୱାଳ,ସୁନୀଲ ବରଣ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388498,O Foundation,Odia people,,,
OAINDOD82,"Chand,Prasanta Kumar",Prasanta Kumar,Chand,Prasanta Kumar Chand,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଚାନ୍ଦ,ପ୍ରଶାନ୍ତ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388198,O Foundation,Odia people,,,
OAINDOD83,"Choudhury,Paresh Ranjan",Paresh Ranjan,Choudhury,Paresh Ranjan Choudhury,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଚୌଧୁରୀ,ପରେଶ ରଞ୍ଜନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388170,O Foundation,Odia people,,,
OAINDOD84,"Choudhury,Sanjay Kumar",Sanjay Kumar,Choudhury,Sanjay Kumar Choudhury,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଚୌଧୁରୀ,ସଞ୍ଜୟ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388355,O Foundation,Odia people,,,
OAINDOD85,"Choudhury,Surath ",Surath ,Choudhury,Surath Choudhury,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଚୌଧୁରୀ,ସୁରଥ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388502,O Foundation,Odia people,,,
OAINDOD86,"Chowhan,Tanaya ",Tanaya ,Chowhan,Tanaya Chowhan,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଚୌହାନ,ତନୟା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388522,O Foundation,Odia people,,,
OAINDOD87,"Dalai,Prabir ",Prabir ,Dalai,Prabir Dalai,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦଲାଇ,ପ୍ରବୀର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388172,O Foundation,Odia people,,,
OAINDOD88,"Dalai,Priyadarsini ",Priyadarsini ,Dalai,Priyadarsini Dalai,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦଳାଇ,ପ୍ରିୟଦର୍ଶିନୀ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,sculptor,,Indian contemporary sculptor,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388226,O Foundation,Odia people,,,
OAINDOD89,"Dalei,Bijaya Kumar",Bijaya Kumar,Dalei,Bijaya Kumar Dalei,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦଳେଇ,ବିଜୟ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387819,O Foundation,Odia people,,,
OAINDOD90,"Dalei,Shitoshna ",Shitoshna ,Dalei,Shitoshna Dalei,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦଳେଇ,ଶିତୋଷ୍ଣା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388417,O Foundation,Odia people,,,
OAINDOD91,"Dandapat,Mahendra Nath",Mahendra Nath,Dandapat,Mahendra Nath Dandapat,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦଣ୍ଡପାଟ,ମହେନ୍ଦ୍ର ନାଥ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113388059,O Foundation,Odia people,,,
OAINDOD92,"Das,Abinash ",Abinash ,Das,Abinash Das,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦାସ,ଅବିନାଶ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387725,O Foundation,Odia people,,,
OAINDOD93,"Das,Anuradha ",Anuradha ,Das,Anuradha Das,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦାସ,ଅନୁରାଧା",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387766,O Foundation,Odia people,,,
OAINDOD94,"Das,Bamadeb ",Bamadeb ,Das,Bamadeb Das,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦାସ,ବାମଦେବ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387795,O Foundation,Odia people,,,
OAINDOD95,"Das,Bikash Kumar",Bikash Kumar,Das,Bikash Kumar Das,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦାସ,ବିକାଶ କୁମାର",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,female,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387825,O Foundation,Odia people,,,
OAINDOD96,"Das,Biswa Ranjan",Biswa Ranjan,Das,Biswa Ranjan Das,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation","ଦାସ,ବିଶ୍ୱ ରଞ୍ଜନ",Odia,"Artists Directory, Odisha Lalit Kala Akademi; O Foundation",Indian,,,,,painter,,Indian contemporary painter,male,Rakesh Ratan Nath et al.,"Artists Directory, Odisha Lalit Kala Akademi",http://odishalalitkalaakademi.org/Pages/artistsDirectory/,Wikidata,Q113387841,O Foundation,Odia people,,,
